debtor-country;156;China;
debtor-country;184;Cookinseln;
debtor-country;188;Costa Rica;
debtor-country;384;Côte d'Ivoire (Elfenbeinküste);
debtor-country;531;Curaçao;
debtor-country;208;Dänemark;
debtor-country;276;Deutschland;
debtor-country;212;Dominica;
debtor-country;214;Dominikanische Republik;
debtor-country;262;Dschibuti, Republik;
debtor-country;218;Ecuador;
debtor-country;222;El Salvador;
debtor-country;232;Eritrea;
debtor-country;233;Estland;
debtor-country;238;Falklandinseln;
debtor-country;234;Färöer Inseln;
debtor-country;242;Fidschi;
debtor-country;246;Finnland;
debtor-country;250;Frankreich;
debtor-country;254;Französisch-Guyana;
debtor-country;258;Französisch Polynesien;
debtor-country;266;Gabun;
debtor-country;270;Gambia;
debtor-country;268;Georgien;
debtor-country;288;Ghana;
debtor-country;292;Gibraltar;
debtor-country;308;Grenada;
debtor-country;300;Griechenland;
debtor-country;304;Grönland;
debtor-country;826;Grossbritannien;
debtor-country;312;Guadeloupe;
debtor-country;316;Guam;
debtor-country;320;Guatemala;
debtor-country;831;Guernsey;
debtor-country;324;Guinea;
debtor-country;624;Guinea-Bissau;
debtor-country;328;Guyana;
debtor-country;332;Haiti;
debtor-country;340;Honduras;
debtor-country;344;Hong Kong;
debtor-country;356;Indien;
debtor-country;360;Indonesien;
debtor-country;368;Irak;
debtor-country;364;Iran;
debtor-country;372;Irland;
debtor-country;352;Island;
debtor-country;833;Isle of Man;
debtor-country;376;Israel;
debtor-country;380;Italien;
debtor-country;388;Jamaika;
debtor-country;392;Japan;
debtor-country;887;Jemen;
debtor-country;832;Jersey;
debtor-country;400;Jordanien;
debtor-country;136;Kaimaninseln;
debtor-country;116;Kambodscha;
debtor-country;120;Kamerun;
debtor-country;124;Kanada;
debtor-country;132;Kap Verde;
debtor-country;398;Kasachstan;
debtor-country;634;Katar;
debtor-country;404;Kenia;
debtor-country;417;Kirgisistan;
debtor-country;296;Kiribati;
debtor-country;166;Kokosinseln;
debtor-country;170;Kolumbien;
debtor-country;174;Komoren;
debtor-country;178;Kongo;
debtor-country;180;Kongo, Demokratische Republik;
debtor-country;408;Korea, Demokrat. Volksrep. (Nordkorea);
debtor-country;410;Korea, Republik (Südkorea);
debtor-country;901;Kosovo;
debtor-country;191;Kroatien;
debtor-country;192;Kuba;
debtor-country;414;Kuwait;
debtor-country;418;Laos, Demokratische Volksrepublik;
debtor-country;426;Lesotho;
debtor-country;428;Lettland;
debtor-country;422;Libanon;
debtor-country;430;Liberia;
debtor-country;434;Libyen;
debtor-country;438;Liechtenstein;
debtor-country;440;Litauen;
debtor-country;442;Luxemburg;
debtor-country;446;Macao;
debtor-country;450;Madagaskar;
debtor-country;454;Malawi;
debtor-country;458;Malaysia;
debtor-country;462;Malediven;
debtor-country;466;Mali;
debtor-country;470;Malta;
debtor-country;504;Marokko;
debtor-country;584;Marshallinseln;
debtor-country;474;Martinique;
debtor-country;478;Mauretanien;
debtor-country;480;Mauritius;
debtor-country;175;Mayotte;
debtor-country;484;Mexiko;
debtor-country;583;Mikronesien;
debtor-country;498;Moldawien, Republik;
debtor-country;492;Monaco;
debtor-country;496;Mongolei;
debtor-country;499;Montenegro;
debtor-country;500;Montserrat;
debtor-country;508;Mosambik;
debtor-country;104;Myanmar;
debtor-country;516;Namibia;
debtor-country;520;Nauru;
debtor-country;524;Nepal;
debtor-country;540;Neukaledonien;
debtor-country;554;Neuseeland;
debtor-country;558;Nicaragua;
debtor-country;528;Niederlande;
debtor-country;562;Niger;
debtor-country;566;Nigeria;
debtor-country;570;Niue;
debtor-country;580;Nördliche Marianen;
debtor-country;807;Nordmazedonien;
debtor-country;574;Norfolk Insel;
debtor-country;578;Norwegen;
debtor-country;512;Oman;
debtor-country;40;Österreich;
debtor-country;586;Pakistan;
debtor-country;275;Palästina;
debtor-country;585;Palau;
debtor-country;591;Panama;
debtor-country;598;Papua-Neuguinea;
debtor-country;600;Paraguay;
debtor-country;604;Peru;
debtor-country;608;Philippinen;
debtor-country;612;Pitcairn;
debtor-country;616;Polen;
debtor-country;620;Portugal;
debtor-country;630;Puerto Rico;
debtor-country;638;Réunion;
debtor-country;646;Ruanda;
debtor-country;642;Rumänien;
debtor-country;643;Russland;
debtor-country;652;Saint Barthélemy;
debtor-country;654;Saint Helena;
debtor-country;663;Saint Martin;
debtor-country;666;Saint Pierre und Miquelon;
debtor-country;90;Salomonen;
debtor-country;894;Sambia;
debtor-country;882;Samoa;
debtor-country;674;San Marino;
debtor-country;678;São Tomé und Príncipe;
debtor-country;682;Saudi-Arabien;
debtor-country;752;Schweden;
debtor-country;686;Senegal;
debtor-country;688;Serbien;
debtor-country;690;Seychellen;
debtor-country;694;Sierra Leone;
debtor-country;702;Singapur;
debtor-country;534;Sint Maarten;
debtor-country;703;Slowakei;
debtor-country;705;Slowenien;
debtor-country;706;Somalia;
debtor-country;724;Spanien;
debtor-country;144;Sri Lanka;
debtor-country;659;St. Kitts und Nevis;
debtor-country;662;St. Lucia;
debtor-country;670;St. Vincent und die Grenadinen;
debtor-country;710;Südafrika;
debtor-country;729;Sudan;
debtor-country;239;Südgeorgien und Sandwich;
debtor-country;728;Südsudan;
debtor-country;740;Surinam;
debtor-country;744;Svalbard und Jan Mayen;
debtor-country;748;Swasiland;
debtor-country;760;Syrien, Arabische Republik;
debtor-country;762;Tadschikistan;
debtor-country;158;Taiwan;
debtor-country;834;Tansania, Vereinigte Republik;
debtor-country;764;Thailand;
debtor-country;626;Timor-Leste;
debtor-country;768;Togo;
debtor-country;772;Tokelau;
debtor-country;776;Tonga;
debtor-country;780;Trinidad und Tobago;
debtor-country;148;Tschad;
debtor-country;203;Tschechische Republik;
debtor-country;788;Tunesien;
debtor-country;792;Türkei;
debtor-country;795;Turkmenistan;
debtor-country;796;Turks- und Caicosinseln;
debtor-country;798;Tuvalu;
debtor-country;800;Uganda;
debtor-country;804;Ukraine;
debtor-country;348;Ungarn;
debtor-country;858;Uruguay;
debtor-country;860;Usbekistan;
debtor-country;548;Vanuatu;
debtor-country;336;Vatikan;
debtor-country;862;Venezuela;
debtor-country;784;Vereinigte Arabische Emirate;
debtor-country;840;Vereinigte Staaten von Amerika;
debtor-country;704;Vietnam;
debtor-country;850;Virginische Inseln (U.S.);
debtor-country;876;Wallis und Fortuna;
debtor-country;162;Weihnachtsinsel;
debtor-country;112;Weissrussland;
debtor-country;732;Westsahara;
debtor-country;140;Zentralafrikanische Republik;
debtor-country;716;Zimbabwe;
debtor-country;196;Zypern;
